tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah
2020,06,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,74
2020,06,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,50
2020,06,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,49
2020,06,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,54
2020,06,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,48
2020,06,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,44
2020,06,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,100
2020,06,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,22
2020,06,JAKARTA UTARA,CILINCING,KALI BARU,Laki-Laki,94
2020,06,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,33
2020,06,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,30
2020,06,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,82
2020,06,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,35
2020,06,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,59
2020,06,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,36
2020,06,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,23
2020,06,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,20
2020,06,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,46
2020,06,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,28
2020,06,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,84
2020,06,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,76
2020,06,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,40
2020,06,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,129
2020,06,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,58
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,21
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,18
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,36
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,27
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,18
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,43
2020,06,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,48
2020,06,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,5
2020,06,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,15
2020,06,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,19
2020,06,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,20
2020,06,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,3
2020,06,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,14
2020,06,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,0
2020,06,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,14
2020,06,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,16
2020,06,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,17
2020,06,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,17
2020,06,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,18
2020,06,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-Laki,23
2020,06,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,45
2020,06,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,35
2020,06,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,11
2020,06,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,15
2020,06,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,7
2020,06,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,10
2020,06,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,49
2020,06,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,27
2020,06,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,24
2020,06,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,23
2020,06,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,48
2020,06,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,26
2020,06,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,18
2020,06,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,94
2020,06,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,93
2020,06,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,87
2020,06,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,36
2020,06,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,70
2020,06,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,52
2020,06,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,11
2020,06,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,20
2020,06,JAKARTA BARAT,PAL MERAH,JATI PULO,Laki-Laki,29
2020,06,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,34
2020,06,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,29
2020,06,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,42
2020,06,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,47
2020,06,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,20
2020,06,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,38
2020,06,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,31
2020,06,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,23
2020,06,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,10
2020,06,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,8
2020,06,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,22
2020,06,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,38
2020,06,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,33
2020,06,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,16
2020,06,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,19
2020,06,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,1
2020,06,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,0
2020,06,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,16
2020,06,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,13
2020,06,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,38
2020,06,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,19
2020,06,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,1
2020,06,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,4
2020,06,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,15
2020,06,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,9
2020,06,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,35
2020,06,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,25
2020,06,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,3
2020,06,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,30
2020,06,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,20
2020,06,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,67
2020,06,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,24
2020,06,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,32
2020,06,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,25
2020,06,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,36
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,43
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,35
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,42
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,21
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,28
2020,06,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,43
2020,06,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,56
2020,06,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,32
2020,06,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,38
2020,06,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,19
2020,06,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,24
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,9
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,8
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,20
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,2
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,8
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,1
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,6
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,12
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,32
2020,06,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,29
2020,06,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,6
2020,06,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,41
2020,06,JAKARTA SELATAN,PANCORAN,RAWA JATI,Laki-Laki,15
2020,06,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,14
2020,06,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,31
2020,06,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,6
2020,06,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,39
2020,06,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,35
2020,06,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,35
2020,06,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,50
2020,06,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,26
2020,06,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,17
2020,06,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,23
2020,06,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,32
2020,06,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,36
2020,06,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,42
2020,06,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,56
2020,06,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,23
2020,06,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,25
2020,06,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,23
2020,06,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Laki-Laki,26
2020,06,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,25
2020,06,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,17
2020,06,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,40
2020,06,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,37
2020,06,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,52
2020,06,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,29
2020,06,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,40
2020,06,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,41
2020,06,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,31
2020,06,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,19
2020,06,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,39
2020,06,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,14
2020,06,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,16
2020,06,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,47
2020,06,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,73
2020,06,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,34
2020,06,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,56
2020,06,JAKARTA TIMUR,KRAMATJATI,KRAMAT JATI,Laki-Laki,48
2020,06,JAKARTA TIMUR,KRAMATJATI,KAMPUNG TENGAH,Laki-Laki,43
2020,06,JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,17
2020,06,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,42
2020,06,JAKARTA TIMUR,KRAMATJATI,BALE KAMBANG,Laki-Laki,36
2020,06,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,52
2020,06,JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,31
2020,06,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,42
2020,06,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,47
2020,06,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,41
2020,06,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,43
2020,06,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,52
2020,06,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,97
2020,06,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,46
2020,06,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,161
2020,06,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,111
2020,06,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,111
2020,06,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,26
2020,06,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,81
2020,06,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,60
2020,06,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,69
2020,06,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,71
2020,06,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,65
2020,06,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,15
2020,06,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,22
2020,06,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,41
2020,06,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,41
2020,06,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Laki-Laki,27
2020,06,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,51
2020,06,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,59
2020,06,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,40
2020,06,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,57
2020,06,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,66
2020,06,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,41
2020,06,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,47
2020,06,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,34
2020,06,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,33
2020,06,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,33
2020,06,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,20
2020,06,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,13
2020,06,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,15
2020,06,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,20
2020,06,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,46
2020,06,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,22
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perempuan,3
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perempuan,0
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perempuan,0
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perempuan,1
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perempuan,1
2020,06,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perempuan,3
2020,06,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,3
2020,06,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,17
2020,06,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,10
2020,06,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,20
2020,06,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,14
2020,06,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,26
2020,06,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,10
2020,06,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,22
2020,06,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,16
2020,06,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,13
2020,06,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,19
2020,06,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,19
2020,06,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,27
2020,06,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,18
2020,06,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,30
2020,06,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,19
2020,06,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,35
2020,06,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,32
2020,06,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,17
2020,06,JAKARTA PUSAT,S E N E N,SENEN,Perempuan,7
2020,06,JAKARTA PUSAT,S E N E N,KENARI,Perempuan,1
2020,06,JAKARTA PUSAT,S E N E N,PASEBAN,Perempuan,28
2020,06,JAKARTA PUSAT,S E N E N,KRAMAT,Perempuan,36
2020,06,JAKARTA PUSAT,S E N E N,KWITANG,Perempuan,13
2020,06,JAKARTA PUSAT,S E N E N,BUNGUR,Perempuan,21
2020,06,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,20
2020,06,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,34
2020,06,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,16
2020,06,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,20
2020,06,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,12
2020,06,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,8
2020,06,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,1
2020,06,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,9
